url,title,brand,Switch Type,Hot-Swap,Keycaps,Keycap Color,Size,Key Count,Frame Color,LED Backlight,Connection,Response Rate,N-Key Rollover,Anti-Ghosting,Compatibility,Physical Layout,Regional Layout,Dimensions,Weight,Warranty,model
https://keybumps.com/keyboard/hexgears-deathstrike-gk715s-pink-white.html,Hexgears DeathStrike GK715s Mechanical Gaming Keyboard (Pink & White),Hexgears,Kailh BOX,Yes,Double-shot PBT shine-through,Pink/White,Full Size,104 keys,Silver,Red,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,437 x 127 x 36 mm,850 g,1 Year,DeathStrike GK715s Mechanical Gaming Keyboard (Pink & White)
https://keybumps.com/keyboard/hexgears-deathstrike-gk715s-white-pink.html,Hexgears DeathStrike GK715s Mechanical Gaming Keyboard (White & Pink),Hexgears,Kailh BOX,Yes,Double-shot PBT shine-through,White/Pink,Full Size,104 keys,Silver,Red,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,437 x 127 x 36 mm,850 g,1 Year,DeathStrike GK715s Mechanical Gaming Keyboard (White & Pink)
https://keybumps.com/keyboard/hexgears-deathstrike-gk735-gray-white.html,Hexgears DeathStrike GK735 Mechanical Gaming Keyboard (Gray & White),Hexgears,Kailh BOX,No,Double-shot PBT shine-through,Gray/White,Full Size,104 keys,Black,White,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, Android",ANSI,US English,441 x 148 x 38 mm,1000 g,1 Year,DeathStrike GK735 Mechanical Gaming Keyboard (Gray & White)
https://keybumps.com/keyboard/hexgears-deathstrike-gk735-white-gray.html,Hexgears DeathStrike GK735 Mechanical Gaming Keyboard (White & Gray),Hexgears,Kailh BOX,No,Double-shot PBT shine-through,White/Gray,Full Size,104 keys,Black,White,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, Android",ANSI,US English,441 x 148 x 38 mm,1000 g,1 Year,DeathStrike GK735 Mechanical Gaming Keyboard (White & Gray)
https://keybumps.com/keyboard/hexgears-deathstrike-gk760.html,Hexgears DeathStrike GK760 RGB Mechanical Gaming Keyboard,Hexgears,Kailh BOX Sun,No,Double-shot ABS shine-through,Black,Full Size,110 keys,Black,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,496 x 162 x 32 mm,1430 g,1 Year,DeathStrike GK760 RGB Mechanical Gaming Keyboard
https://keybumps.com/keyboard/hexgears-gemini-dawn.html,Hexgears Gemini Dawn RGB TKL Mechanical Keyboard,Hexgears,Kailh BOX,Yes,Double-shot PBT,White,Tenkeyless (TKL),87 keys,White,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Linux, iOS, Android",ANSI,US English,,,1 Year,Gemini Dawn RGB TKL
https://keybumps.com/keyboard/hexgears-gemini-dusk.html,Hexgears Gemini Dusk RGB TKL Mechanical Keyboard,Hexgears,Kailh BOX,Yes,Double-shot PBT,Black,Tenkeyless (TKL),87 keys,Black,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Linux, iOS, Android",ANSI,US English,,,1 Year,Gemini Dusk RGB TKL
https://keybumps.com/keyboard/hexgears-immersion-a3.html,Hexgears Immersion A3 Low-Profile Wireless TKL Mechanical Keyboard,Hexgears,Kailh Choc low profile,Yes,PC shine-through,Black,Tenkeyless (TKL),87 keys,Silver,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,360 x 146 x 31 mm,727 g,1 Year,Immersion A3 Low-Profile Wireless TKL
https://keybumps.com/keyboard/hexgears-immersion-a5.html,Hexgears Immersion A5 RGB Low-Profile Mechanical Keyboard,Hexgears,Kailh Choc Low Profile,Yes,PC shine-through,Black,Full Size,104 keys,Black,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,,768 g,1 Year,Immersion A5 RGB Low-Profile
https://keybumps.com/keyboard/hexgears-impulse.html,Hexgears Impulse RGB Mechanical Keyboard,Hexgears,Kailh BOX Brown or White,Yes,,Black,Full Size,104 keys,Black,RGB,USB,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Linux, iOS, Android",ANSI,US English,,,1 Year,Impulse RGB
https://keybumps.com/keyboard/hexgears-monarch-f2-alice-coral-blue.html,Hexgears Monarch F2 Alice Layout Ergonomic Mechanical Keyboard (Coral Blue),Hexgears,Kailh BOX,Yes,Double-shot PBT,White/Blue,Alice Layout,83 keys,Blue,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,365 x 157 x 42 mm,3001 g,1 Year,Monarch F2 Alice Layout Ergonomic  (Coral Blue)
https://keybumps.com/keyboard/hexgears-monarch-f2-alice-dark-green-gray.html,Hexgears Monarch F2 Alice Layout Ergonomic Mechanical Keyboard (Dark Green & Gray),Hexgears,Kailh BOX,Yes,Double-shot PBT,Black/Green,Alice Layout,83 keys,Silver,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,365 x 157 x 42 mm,3001 g,1 Year,Monarch F2 Alice Layout Ergonomic  (Dark Green & Gray)
https://keybumps.com/keyboard/hexgears-monarch-f2-alice-silver-cyan.html,Hexgears Monarch F2 Alice Layout Ergonomic Mechanical Keyboard (Silver & Cyan),Hexgears,Kailh BOX,Yes,Double-shot PBT,Black/Silver,Alice Layout,83 keys,Silver,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,365 x 157 x 42 mm,3001 g,1 Year,Monarch F2 Alice Layout Ergonomic  (Silver & Cyan)
https://keybumps.com/keyboard/hexgears-monarch-f2-alice-wine-red.html,Hexgears Monarch F2 Alice Layout Ergonomic Mechanical Keyboard (Wine Red),Hexgears,Kailh BOX,Yes,Double-shot PBT,Black/Red,Alice Layout,83 keys,Red,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,365 x 157 x 42 mm,3001 g,1 Year,Monarch F2 Alice Layout Ergonomic  (Wine Red)
https://keybumps.com/keyboard/hexgears-nova-black.html,Hexgears Nova RGB TKL Mechanical Keyboard (Black),Hexgears,Kailh BOX,No,ABS shine-through,Black,Tenkeyless (TKL),87 keys,Black,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Linux, iOS, Android",ANSI,US English,,,1 Year,Nova RGB TKL  (Black)
https://keybumps.com/keyboard/hexgears-nova-grey.html,Hexgears Nova RGB TKL Mechanical Keyboard (Grey),Hexgears,Kailh BOX,No,ABS shine-through,Gray,Tenkeyless (TKL),87 keys,Gray,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Linux, iOS, Android",ANSI,US English,,,1 Year,Nova RGB TKL  (Grey)
https://keybumps.com/keyboard/hexgears-pixel-q3-pro-pink.html,Hexgears Pixel Q3 Pro Wireless RGB Light Strip TKL Mechanical Keyboard (Pink),Hexgears,Kailh BOX,Yes,Double-shot PBT,Pink,Tenkeyless (TKL),87 keys,Pink,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,366 x 142 x 45 mm,828 g,1 Year,Pixel Q3 Pro Wireless RGB Light Strip TKL  (Pink)
https://keybumps.com/keyboard/hexgears-pixel-q3-pro-purple.html,Hexgears Pixel Q3 Pro Wireless RGB Light Strip TKL Mechanical Keyboard (Purple),Hexgears,Kailh BOX,Yes,Double-shot PBT,Purple,Tenkeyless (TKL),87 keys,Purple,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,366 x 142 x 45 mm,828 g,1 Year,Pixel Q3 Pro Wireless RGB Light Strip TKL  (Purple)
https://keybumps.com/keyboard/hexgears-pixel-q3-wireless-tkl.html,Hexgears Pixel Q3 Wireless TKL Mechanical Keyboard,Hexgears,Kailh BOX,Yes,Double-shot PBT,Pink,Tenkeyless (TKL),87 keys,Pink,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,366 x 142 x 45 mm,828 g,1 Year,Pixel Q3 Wireless TKL
https://keybumps.com/keyboard/hexgears-powerblade-x1-pink-pudding.html,Hexgears PowerBlade X1 Pro Wireless 65% Mechanical Keyboard (Pink Pudding),Hexgears,Kailh BOX,Yes,Double-shot PBT shine-through pudding,Pink,65%,68 keys,Pink,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,357 x 133 x 37 mm,920 g,1 Year,PowerBlade X1 Pro Wireless 65%  (Pink Pudding)
https://keybumps.com/keyboard/hexgears-powerblade-x1-tiffany-ice-cream.html,Hexgears PowerBlade X1 Pro Wireless 65% Mechanical Keyboard (Tiffany Ice Cream),Hexgears,Kailh BOX,Yes,Double-shot PBT shine-through pudding,Blue,65%,68 keys,Blue,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,357 x 133 x 37 mm,920 g,1 Year,PowerBlade X1 Pro Wireless 65%  (Tiffany Ice Cream)
https://keybumps.com/keyboard/hexgears-powerblade-x1-white-pudding.html,Hexgears PowerBlade X1 Pro Wireless 65% Mechanical Keyboard (White Pudding),Hexgears,Kailh BOX,Yes,Double-shot PBT shine-through pudding,White,65%,68 keys,White,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,357 x 133 x 37 mm,920 g,1 Year,PowerBlade X1 Pro Wireless 65%  (White Pudding)
https://keybumps.com/keyboard/hexgears-powerblade-x3-tkl-coffee-translucent.html,Hexgears PowerBlade X3 TKL Wireless Mechanical Keyboard (Coffee Translucent),Hexgears,Kailh BOX,No,Double-shot pudding PBT,Yellow/Red,Full Size,108 keys,Red,White,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,357 x 133 x 37 mm,920 g,1 Year,PowerBlade X3 TKL Wireless  (Coffee Translucent)
https://keybumps.com/keyboard/hexgears-powerblade-x3-tkl-coffee.html,Hexgears PowerBlade X3 TKL Wireless Mechanical Keyboard (Coffee),Hexgears,Kailh BOX,No,Double-shot pudding PBT,Yellow/Red,Full Size,108 keys,Red,White,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,357 x 133 x 37 mm,920 g,1 Year,PowerBlade X3 TKL Wireless  (Coffee)
https://keybumps.com/keyboard/hexgears-powerblade-x3-tkl-gray-black-translucent.html,Hexgears PowerBlade X3 TKL Wireless Mechanical Keyboard (Gray & Black Translucent),Hexgears,Kailh BOX,No,Double-shot pudding PBT,Gray/Black,Full Size,108 keys,Black,White,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,357 x 133 x 37 mm,920 g,1 Year,PowerBlade X3 TKL Wireless  (Gray & Black Translucent)
https://keybumps.com/keyboard/hexgears-powerblade-x3-tkl-red-yellow.html,Hexgears PowerBlade X3 TKL Wireless Mechanical Keyboard (Red & Yellow),Hexgears,Kailh BOX,No,Double-shot pudding PBT,Yellow/Red,Full Size,108 keys,Red,White,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,357 x 133 x 37 mm,920 g,1 Year,PowerBlade X3 TKL Wireless  (Red & Yellow)
https://keybumps.com/keyboard/hexgears-powerblade-x3-tkl-white-black-translucent.html,Hexgears PowerBlade X3 TKL Wireless Mechanical Keyboard (White & Black Translucent),Hexgears,Kailh BOX,No,Double-shot pudding PBT,White,Full Size,108 keys,White,White,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,357 x 133 x 37 mm,920 g,1 Year,PowerBlade X3 TKL Wireless  (White & Black Translucent)
https://keybumps.com/keyboard/hexgears-powerblade-x3-tkl-white-black.html,Hexgears PowerBlade X3 TKL Wireless Mechanical Keyboard (White & Black),Hexgears,Kailh BOX,No,Double-shot pudding PBT,White,Full Size,108 keys,White,White,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,357 x 133 x 37 mm,920 g,1 Year,PowerBlade X3 TKL Wireless  (White & Black)
https://keybumps.com/keyboard/hexgears-powerblade-x3-tkl-white-pink.html,Hexgears PowerBlade X3 TKL Wireless Mechanical Keyboard (White & Pink),Hexgears,Kailh BOX,No,Double-shot pudding PBT,Pink,Full Size,108 keys,Pink,White,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,357 x 133 x 37 mm,920 g,1 Year,PowerBlade X3 TKL Wireless  (White & Pink)
https://keybumps.com/keyboard/hexgears-powerblade-x5-coffee-translucent.html,Hexgears PowerBlade X5 Wireless Mechanical Keyboard (Coffee Translucent),Hexgears,Kailh BOX,No,Double-shot pudding PBT,Brown,Full Size,108 keys,Brown,White,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,445 x 135 x 37 mm,1150 g,1 Year,PowerBlade X5 Wireless  (Coffee Translucent)
https://keybumps.com/keyboard/hexgears-powerblade-x5-coffee.html,Hexgears PowerBlade X5 Wireless Mechanical Keyboard (Coffee),Hexgears,Kailh BOX,No,Double-shot pudding PBT,Brown,Full Size,108 keys,Brown,White,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,445 x 135 x 37 mm,1150 g,1 Year,PowerBlade X5 Wireless  (Coffee)
https://keybumps.com/keyboard/hexgears-powerblade-x5-gray-black-translucent.html,Hexgears PowerBlade X5 Wireless Mechanical Keyboard (Gray & Black Translucent),Hexgears,Kailh BOX,No,Double-shot pudding PBT,Gray/Black,Full Size,108 keys,Black,White,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,445 x 135 x 37 mm,1150 g,1 Year,PowerBlade X5 Wireless  (Gray & Black Translucent)
https://keybumps.com/keyboard/hexgears-powerblade-x5-pro-white-black.html,Hexgears PowerBlade X5 Pro Wireless Mechanical Keyboard (White & Black),Hexgears,Kailh BOX,Yes,Double-shot PBT shine-through pudding,White,Full Size,108 keys,White,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,,,1 Year,PowerBlade X5 Pro Wireless  (White & Black)
https://keybumps.com/keyboard/hexgears-powerblade-x5-pro-white-pink.html,Hexgears PowerBlade X5 Pro Wireless Mechanical Keyboard (White & Pink),Hexgears,Kailh BOX,Yes,Double-shot PBT shine-through pudding,Pink,Full Size,108 keys,Pink,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,,,1 Year,PowerBlade X5 Pro Wireless  (White & Pink)
https://keybumps.com/keyboard/hexgears-powerblade-x5-red-yellow.html,Hexgears PowerBlade X5 Wireless Mechanical Keyboard (Red & Yellow),Hexgears,Kailh BOX,No,Double-shot pudding PBT,Red/Yellow,Full Size,108 keys,Red,White,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,445 x 135 x 37 mm,1150 g,1 Year,PowerBlade X5 Wireless  (Red & Yellow)
https://keybumps.com/keyboard/hexgears-powerblade-x5-white-black-translucent.html,Hexgears PowerBlade X5 Wireless Mechanical Keyboard (White & Black Translucent),Hexgears,Kailh BOX,No,Double-shot pudding PBT,White,Full Size,108 keys,White,White,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,445 x 135 x 37 mm,1150 g,1 Year,PowerBlade X5 Wireless  (White & Black Translucent)
https://keybumps.com/keyboard/hexgears-powerblade-x5-white-black.html,Hexgears PowerBlade X5 Wireless Mechanical Keyboard (White & Black),Hexgears,Kailh BOX,No,Double-shot pudding PBT,White,Full Size,108 keys,White,White,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,445 x 135 x 37 mm,1150 g,1 Year,PowerBlade X5 Wireless  (White & Black)
https://keybumps.com/keyboard/hexgears-powerblade-x5-white-pink.html,Hexgears PowerBlade X5 Wireless Mechanical Keyboard (White & Pink),Hexgears,Kailh BOX,No,Double-shot pudding PBT,Pink,Full Size,108 keys,Pink,White,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,445 x 135 x 37 mm,1150 g,1 Year,PowerBlade X5 Wireless  (White & Pink)
https://keybumps.com/keyboard/hexgears-purple-rain-m2-black-gray.html,Hexgears Purple Rain M2 75% Mechanical Keyboard (Black & Gray),Hexgears,Kailh BOX,Yes,Double-shot PBT & ABS shine-through,Gray/Black,75%,83 keys,Black,White,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,345 x 140 x 45 mm,656 g,1 Year,Purple Rain M2 75%  (Black & Gray)
https://keybumps.com/keyboard/hexgears-purple-rain-m2-purple-white.html,Hexgears Purple Rain M2 75% Mechanical Keyboard (Purple & White),Hexgears,Kailh BOX,Yes,Double-shot PBT & ABS shine-through,White/Purple,75%,83 keys,Purple,White,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,345 x 140 x 45 mm,656 g,1 Year,Purple Rain M2 75%  (Purple & White)
https://keybumps.com/keyboard/hexgears-purple-rain-m2-white.html,Hexgears Purple Rain M2 75% Mechanical Keyboard (White),Hexgears,Kailh BOX,Yes,Double-shot PBT & ABS shine-through,White,75%,83 keys,White,White,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,345 x 140 x 45 mm,656 g,1 Year,Purple Rain M2 75%  (White)
https://keybumps.com/keyboard/hexgears-purple-rain-m4-black-gray.html,Hexgears Purple Rain M4 Mechanical Keyboard (Black & Gray),Hexgears,Kailh BOX,Yes,Double-shot PBT,Gray/Black,1800,99 keys,Black,White,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,392 x 140 x 145 mm,790 g,1 Year,Purple Rain M4  (Black & Gray)
https://keybumps.com/keyboard/hexgears-purple-rain-m4-blue.html,Hexgears Purple Rain M4 Mechanical Keyboard (Blue),Hexgears,Kailh BOX,Yes,Double-shot PBT,Blue,1800,99 keys,Black,White,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,392 x 140 x 145 mm,790 g,1 Year,Purple Rain M4  (Blue)
https://keybumps.com/keyboard/hexgears-purple-rain-m4-purple-white.html,Hexgears Purple Rain M4 Mechanical Keyboard (Purple & White),Hexgears,Kailh BOX,Yes,Double-shot PBT,White/Purple,1800,99 keys,Purple,White,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,392 x 140 x 145 mm,790 g,1 Year,Purple Rain M4  (Purple & White)
https://keybumps.com/keyboard/hexgears-purple-rain-m5-black-gray.html,Hexgears Purple Rain M5 Mechanical Keyboard (Black & Gray),Hexgears,Kailh BOX,Yes,Double-shot PBT,Gray/Black,Full Size,108 keys,Black,White,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,451 x 140 x 145 mm,919 g,1 Year,Purple Rain M5  (Black & Gray)
https://keybumps.com/keyboard/hexgears-purple-rain-m5-green.html,Hexgears Purple Rain M5 Mechanical Keyboard (Green),Hexgears,Kailh,Yes,Double-shot PBT,Green,Full Size,108 keys,Green,White,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,451 x 140 x 145 mm,919 g,1 Year,Purple Rain M5  (Green)
https://keybumps.com/keyboard/hexgears-ravager-u1.html,Hexgears Ravager U1 65% Mechanical Gaming Keyboard,Hexgears,Kailh,No,Double-shot ABS shine-through,Purple,65%,68 keys,Purple,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,315 x 110 x 38 mm,,1 Year,Ravager U1 65% Mechanical Gaming Keyboard
https://keybumps.com/keyboard/hexgears-shadowkey-i2-black-gray.html,Hexgears ShadowKey I2 RGB 75% Mechanical Keyboard (Black & Gray),Hexgears,Kailh,Yes,Double-shot PBT,Gray/Black,75%,83 keys,Black,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,334 x140 x 48 mm,760 g,1 Year,ShadowKey I2 RGB 75%  (Black & Gray)
https://keybumps.com/keyboard/hexgears-shadowkey-i2-gray-yellow.html,Hexgears ShadowKey I2 RGB 75% Mechanical Keyboard (Gray & Yellow),Hexgears,Kailh,Yes,Double-shot PBT,Gray/Yellow,75%,83 keys,Gray,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,334 x140 x 48 mm,760 g,1 Year,ShadowKey I2 RGB 75%  (Gray & Yellow)
https://keybumps.com/keyboard/hexgears-shadowkey-i2-pink-white.html,Hexgears ShadowKey I2 RGB 75% Mechanical Keyboard (Pink & White),Hexgears,Kailh,Yes,Double-shot PBT,Pink/White,75%,83 keys,Pink,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,334 x140 x 48 mm,760 g,1 Year,ShadowKey I2 RGB 75%  (Pink & White)
https://keybumps.com/keyboard/hexgears-shadowkey-i3-black-gray.html,Hexgears ShadowKey I3 TKL Mechanical Keyboard (Black & Gray),Hexgears,Kailh Speed,Yes,Double-shot PBT,Gray/Black,Tenkeyless (TKL),87 keys,Black,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,391 x 140 x 48 mm,930 g,1 Year,ShadowKey I3 TKL  (Black & Gray)
https://keybumps.com/keyboard/hexgears-shadowkey-i3-gray-yellow.html,Hexgears ShadowKey I3 TKL Mechanical Keyboard (Gray & Yellow),Hexgears,Kailh Speed,Yes,Double-shot PBT,Gray/Yellow,Tenkeyless (TKL),87 keys,Gray,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,391 x 140 x 48 mm,930 g,1 Year,ShadowKey I3 TKL  (Gray & Yellow)
https://keybumps.com/keyboard/hexgears-shadowkey-i4-black-gray.html,Hexgears ShadowKey I4 RGB Mechanical Keyboard (Black & Gray),Hexgears,Kailh,Yes,Double-shot PBT,Gray/Black,1800,99 keys,Black,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,391 x140 x 48 mm,1010 g,1 Year,ShadowKey I4 RGB  (Black & Gray)
https://keybumps.com/keyboard/hexgears-shadowkey-i4-gray-yellow.html,Hexgears ShadowKey I4 RGB Mechanical Keyboard (Gray & Yellow),Hexgears,Kailh,Yes,Double-shot PBT,Gray/Yellow,1800,99 keys,Gray,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,391 x140 x 48 mm,1010 g,1 Year,ShadowKey I4 RGB  (Gray & Yellow)
https://keybumps.com/keyboard/hexgears-shadowkey-i4-pink-white.html,Hexgears ShadowKey I4 RGB Mechanical Keyboard (Pink & White),Hexgears,Kailh,Yes,Double-shot PBT,Pink/White,1800,99 keys,Pink,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,391 x140 x 48 mm,1010 g,1 Year,ShadowKey I4 RGB  (Pink & White)
https://keybumps.com/keyboard/hexgears-shadowkey-i5-black-gray.html,Hexgears ShadowKey I5 Mechanical Keyboard (Black & Gray),Hexgears,Kailh Speed,No,Double-shot PBT,Gray/Black,Full Size,108 keys,Black,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,448 x 138 x 48 mm,1140 g,1 Year,ShadowKey I5  (Black & Gray)
https://keybumps.com/keyboard/hexgears-shadowkey-i5-gray-yellow.html,Hexgears ShadowKey I5 Mechanical Keyboard (Gray & Yellow),Hexgears,Kailh Speed,No,Double-shot PBT,Gray/Yellow,Full Size,108 keys,Gray,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,448 x 138 x 48 mm,1140 g,1 Year,ShadowKey I5  (Gray & Yellow)
https://keybumps.com/keyboard/hexgears-soda-green.html,Hexgears Soda Green RGB Wireless 65% Mechanical Gaming Keyboard,Hexgears,Kailh BOX Tactile,Yes,Double-shot PBT shine-through pudding,Green,65%,68 keys,Green,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,313 x 104 x 50 mm,1008 g,1 Year,Soda Green RGB Wireless 65% Mechanical Gaming Keyboard
https://keybumps.com/keyboard/hexgears-soda-orange.html,Hexgears Soda Orange RGB Wireless 65% Mechanical Gaming Keyboard,Hexgears,Kailh BOX Clicky,Yes,Double-shot PBT shine-through pudding,Orange,65%,68 keys,Orange,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,313 x 104 x 50 mm,1008 g,1 Year,Soda Orange RGB Wireless 65% Mechanical Gaming Keyboard
https://keybumps.com/keyboard/hexgears-soda-red.html,Hexgears Soda Red RGB Wireless 65% Mechanical Gaming Keyboard,Hexgears,Kailh BOX Linear,Yes,Double-shot PBT shine-through pudding,Red,65%,68 keys,Red,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,313 x 104 x 50 mm,1008 g,1 Year,Soda Red RGB Wireless 65% Mechanical Gaming Keyboard
https://keybumps.com/keyboard/hexgears-synergy-z2-black-bronze.html,Hexgears Synergy Z2 RGB Wireless 75% Mechanical Keyboard (Black Bronze),Hexgears,Kailh BOX,Yes,Double-shot PBT,Black/Bronze,75%,82 keys,Bronze,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,330 x 147 x 48 mm,1546 g,1 Year,Synergy Z2 RGB Wireless 75%  (Black Bronze)
https://keybumps.com/keyboard/hexgears-synergy-z2-dark-green.html,Hexgears Synergy Z2 RGB Wireless 75% Mechanical Keyboard (Dark Green),Hexgears,Kailh BOX,Yes,Double-shot PBT,Green/Yellow,75%,82 keys,Silver,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,330 x 147 x 48 mm,1546 g,1 Year,Synergy Z2 RGB Wireless 75%  (Dark Green)
https://keybumps.com/keyboard/hexgears-synergy-z2-pro.html,Hexgears Synergy Z2 Pro 75% RGB Wireless Mechanical Keyboard,Hexgears,Kailh BOX,No,Double-shot PBT,Black,75%,79 keys,Green,RGB,USB-C,1 ms / 1000 Hz,Full Key (NKRO),100%,"Windows, MacOS, Android",ANSI,US English,330 x 147 x 48 mm,1546 g,1 Year,Synergy Z2 Pro 75% RGB Wireless
